seed,team_id,team_name,player_id,player_name
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,0e8cd880-6103-4171-9904-75653f5ff7b1,Rory Hawke
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,30e0eb92-340a-485b-a713-2093e778306d,Paulius Murauskas
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,327ac679-5fb9-480b-be0d-9e09d7048681,Liam Campbell
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,3a7bf868-e639-4f71-b985-18ea37d3eb20,Mikey Lewis
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,45953d56-5ca9-4f2c-8293-c10f3132efd6,Harry Wessels
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,4a256e73-e4b6-4c2e-bbc0-13bd0ef57740,Ashton Hardaway
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,51c724e8-b3b1-4d70-b6fb-e4d54bd8ebf5,Luke Barrett
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,51d5f146-7378-4534-9d11-ffa2344aaf12,Mitchell Saxen
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,52af043e-fc19-45d9-b50b-1987457a0253,Oliver Faubert
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,69d7a9b6-cd22-4e11-910a-096039d40f60,Joshua Dent
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,8084f1e9-c0f9-4d67-a63e-91460c661bc7,Jordan Ross
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,a5788665-0571-4808-a65b-022616253f08,Augustas Marciulionis
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,c71f274b-6d0d-44d6-a8e0-4a50de8c9738,Cade Bennett
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,ddc75484-6d22-4d83-a55b-2bb9c5fd588e,Andrew McKeever
7,b18f34af-a7f1-4659-a2e5-fc11a31cd316,Saint Mary's,f2873f89-80fa-4aef-9645-8c5196ea5b1b,Kevin Gad
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,064e4318-85c3-449b-b453-b3f7a45d587f,Markus Ilver
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,155311b1-cd0e-453d-adba-782a6e4e77d2,Riccardo Greppi
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,298b7f48-84db-4f2c-b554-83d0562d8060,Xavier Amos
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,314ef606-b642-4900-a60b-aadc549d3de2,Carter Gilmore
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,43ad079d-56f8-4acf-8d15-b804513e071f,Isaac Gard
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,519ad0d6-2658-4672-83e0-d7157a3e304e,Jack Janicki
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,58a958e2-86fe-4042-ad17-e6baf5f37a22,Nolan Winter
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,5b701220-47f6-43c3-b1d8-e3b10920d1ad,Daniel Freitag
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,677f1589-306d-4fef-96e6-3ad0f9f6bbc7,Steven Crowl
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,aaa9142e-4671-4dcd-8768-66f08afc8aaa,Kamari McGee
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,af41b14d-1976-4260-bd22-81013bf6d0d6,Aidan Konop
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,bdae846b-f642-4b36-88fd-a7ae34c448ff,John Blackwell
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,c494c6e4-3b9a-4804-ab21-e33c46eef6b6,Chris Hodges
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,df984935-84ea-4df6-afae-187ae6e93087,John Tonje
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,dfc61055-2b37-4a87-b80b-9286a09c573f,Jack Robison
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,e4778064-e68a-4146-9bda-3b0957b70288,Camren Hunter
3,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,f57830f2-b527-4bde-987a-6eb06648b95d,Max Klesmit
